,name,input,output,error,latency,prompt_tokens,completion_tokens,total_tokens,messages,generations,llm_output,run,type,question,context,query,documents,k_results
64879d98-48cd-44e7-b25c-2d38ef6393bc,VectorStoreRetriever,,,,0.762067,0,0,0,,,,,,,,How AI is going to affect claims,"[{'metadata': {'pagina': 7, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance'}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n8/13\nClaims processing in 2030 remains a primary function of carriers, but head count\nassociated with claims is reduced by 70 to 90 percent compared with 2018 levels.\nAdvanced algorithms handle initial claims routing, increasing efficiency and accuracy.\nClaims for personal lines and small-business insurance are largely automated,\nenabling carriers to achieve straight-through-processing rates of more than 90\npercent and dramatically reducing claims processing times from days to hours or\nminutes.', 'type': 'Document'}, {'metadata': {'pagina': 1, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance'}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n2/13\ndriver’s seat, the screen on the dash informs him of the damage, confirms the claim\nhas been approved, and that a mobile response drone has been dispatched to the lot\nfor inspection. If the vehicle is drivable, it may be directed to the nearest in-network\ngarage for repair after a replacement vehicle arrives.\nWhile this scenario may seem beyond the horizon, such integrated user stories will\nemerge across all lines of insurance with increasing frequency over the next decade. In\nfact, all the technologies required above already exist, and many are available to', 'type': 'Document'}, {'metadata': {'pagina': 2, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance'}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n3/13\nExhibit 1\nAs AI becomes more deeply integrated in the industry, carriers must position\nthemselves to respond to the changing business landscape. Insurance executives must\nunderstand the factors that will contribute to this change and how AI will reshape\nclaims, distribution, and underwriting and pricing. With this understanding, they can\nstart to build the skills and talent, embrace the emerging technologies, and create the\nculture and perspective needed to be successful players in the insurance industry of\nthe future.\nFour AI-related trends shaping insurance', 'type': 'Document'}, {'metadata': {'pagina': 10, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance'}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n11/13\nIn addition to being able to understand and implement AI technologies, carriers also\nneed to develop strategic responses tocoming macrolevel changes. As many lines shift\ntoward a “predict and prevent” methodology, carriers will need to rethink their\ncustomer engagement and branding, product design, and core earnings. Auto\naccidents will be reduced through autonomous vehicle usage, in-home flooding will be\nprevented by IoT devices, buildings will be reprinted after a natural disaster, and lives', 'type': 'Document'}]",
1e9b15f0-56cd-42f1-90ad-5efa30cd3865,ContextualCompressionRetriever,,,,0.858842,0,0,0,,,,,,,,How AI is going to affect claims,"[{'metadata': {'pagina': 7, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.7898345}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n8/13\nClaims processing in 2030 remains a primary function of carriers, but head count\nassociated with claims is reduced by 70 to 90 percent compared with 2018 levels.\nAdvanced algorithms handle initial claims routing, increasing efficiency and accuracy.\nClaims for personal lines and small-business insurance are largely automated,\nenabling carriers to achieve straight-through-processing rates of more than 90\npercent and dramatically reducing claims processing times from days to hours or\nminutes.', 'type': 'Document'}, {'metadata': {'pagina': 2, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.66569364}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n3/13\nExhibit 1\nAs AI becomes more deeply integrated in the industry, carriers must position\nthemselves to respond to the changing business landscape. Insurance executives must\nunderstand the factors that will contribute to this change and how AI will reshape\nclaims, distribution, and underwriting and pricing. With this understanding, they can\nstart to build the skills and talent, embrace the emerging technologies, and create the\nculture and perspective needed to be successful players in the insurance industry of\nthe future.\nFour AI-related trends shaping insurance', 'type': 'Document'}, {'metadata': {'pagina': 1, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.54666615}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n2/13\ndriver’s seat, the screen on the dash informs him of the damage, confirms the claim\nhas been approved, and that a mobile response drone has been dispatched to the lot\nfor inspection. If the vehicle is drivable, it may be directed to the nearest in-network\ngarage for repair after a replacement vehicle arrives.\nWhile this scenario may seem beyond the horizon, such integrated user stories will\nemerge across all lines of insurance with increasing frequency over the next decade. In\nfact, all the technologies required above already exist, and many are available to', 'type': 'Document'}]",
ccbaa2bf-47ad-4512-b1a3-a48049f2b7b1,RunnablePassthrough,How AI is going to affect claims,How AI is going to affect claims,,0.00051,0,0,0,,,,,,,,,,
58f1e6f5-c5d8-4b5f-a8a8-ae0e42ea43c2,"RunnableParallel<question,context>",How AI is going to affect claims,,,0.8611,0,0,0,,,,,,How AI is going to affect claims,"[{'metadata': {'pagina': 7, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.7898345}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n8/13\nClaims processing in 2030 remains a primary function of carriers, but head count\nassociated with claims is reduced by 70 to 90 percent compared with 2018 levels.\nAdvanced algorithms handle initial claims routing, increasing efficiency and accuracy.\nClaims for personal lines and small-business insurance are largely automated,\nenabling carriers to achieve straight-through-processing rates of more than 90\npercent and dramatically reducing claims processing times from days to hours or\nminutes.', 'type': 'Document'}, {'metadata': {'pagina': 2, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.66569364}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n3/13\nExhibit 1\nAs AI becomes more deeply integrated in the industry, carriers must position\nthemselves to respond to the changing business landscape. Insurance executives must\nunderstand the factors that will contribute to this change and how AI will reshape\nclaims, distribution, and underwriting and pricing. With this understanding, they can\nstart to build the skills and talent, embrace the emerging technologies, and create the\nculture and perspective needed to be successful players in the insurance industry of\nthe future.\nFour AI-related trends shaping insurance', 'type': 'Document'}, {'metadata': {'pagina': 1, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.54666615}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n2/13\ndriver’s seat, the screen on the dash informs him of the damage, confirms the claim\nhas been approved, and that a mobile response drone has been dispatched to the lot\nfor inspection. If the vehicle is drivable, it may be directed to the nearest in-network\ngarage for repair after a replacement vehicle arrives.\nWhile this scenario may seem beyond the horizon, such integrated user stories will\nemerge across all lines of insurance with increasing frequency over the next decade. In\nfact, all the technologies required above already exist, and many are available to', 'type': 'Document'}]",,,
04117971-3b2e-4c8d-a9b2-ec7c46ba7990,RunnableSequence,How AI is going to affect claims,"AI is expected to significantly impact claims processing in the insurance industry by automating many aspects of the process. By 2030, claims processing will remain a primary function of carriers, but the headcount associated with claims is projected to be reduced by 70 to 90 percent compared to 2018 levels. Advanced algorithms will handle initial claims routing, which will increase efficiency and accuracy. Claims for personal lines and small-business insurance are largely automated, enabling carriers to achieve straight-through-processing rates of more than 90 percent and dramatically reducing claims processing times from days to hours or minutes.",,4.260047,782,117,899,,,,,,,,,,
7ea29e8b-fd73-4ec4-814d-37f683f39c8e,get_reranked_results,,"AI is expected to significantly impact claims processing in the insurance industry by automating many aspects of the process. By 2030, claims processing will remain a primary function of carriers, but the headcount associated with claims is projected to be reduced by 70 to 90 percent compared to 2018 levels. Advanced algorithms will handle initial claims routing, which will increase efficiency and accuracy. Claims for personal lines and small-business insurance are largely automated, enabling carriers to achieve straight-through-processing rates of more than 90 percent and dramatically reducing claims processing times from days to hours or minutes.",,4.268723,782,117,899,,,,,,,,How AI is going to affect claims,,4.0
9df89dd8-654c-4582-89e5-93070059cfd7,StrOutputParser,"{'content': 'AI is expected to significantly impact claims processing in the insurance industry by reducing the headcount associated with claims by 70 to 90 percent compared to 2018 levels. Advanced algorithms will handle initial claims routing, which will increase efficiency and accuracy. Additionally, claims for personal lines and small-business insurance are anticipated to be largely automated, enabling carriers to achieve straight-through-processing rates of more than 90 percent. This automation will dramatically reduce claims processing times from days to hours or even minutes.', 'additional_kwargs': {'refusal': None}, 'response_metadata': {'token_usage': {'completion_tokens': 98, 'prompt_tokens': 782, 'total_tokens': 880, 'completion_tokens_details': {'audio_tokens': 0, 'reasoning_tokens': 0, 'accepted_prediction_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_bd83329f63', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'id': 'run-52302065-78b0-479a-8af2-48ea405540e1-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 782, 'output_tokens': 98, 'total_tokens': 880, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}","AI is expected to significantly impact claims processing in the insurance industry by reducing the headcount associated with claims by 70 to 90 percent compared to 2018 levels. Advanced algorithms will handle initial claims routing, which will increase efficiency and accuracy. Additionally, claims for personal lines and small-business insurance are anticipated to be largely automated, enabling carriers to achieve straight-through-processing rates of more than 90 percent. This automation will dramatically reduce claims processing times from days to hours or even minutes.",,0.000591,0,0,0,,,,,,,,,,
52302065-78b0-479a-8af2-48ea405540e1,ChatOpenAI,,,,2.072919,782,98,880,"[[{'lc': 1, 'type': 'constructor', 'id': ['langchain', 'schema', 'messages', 'HumanMessage'], 'kwargs': {'content': ""\n    You are an assistant specialized in answering questions about documents.\n    Your task is to use the information provided in the context to answer\n    the question.\n    Instructions: \n      1. Answer the following question based on the information\n      2. Do not include unsolicited information, do not make up data, do not \n      include recommendations outside of the provided context.\n\n    Context:\n    [Document(metadata={'pagina': 7, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.7898345}, page_content='5/28/2018\\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\\n8/13\\nClaims processing in 2030 remains a primary function of carriers, but head count\\nassociated with claims is reduced by 70 to 90 percent compared with 2018 levels.\\nAdvanced algorithms handle initial claims routing, increasing efficiency and accuracy.\\nClaims for personal lines and small-business insurance are largely automated,\\nenabling carriers to achieve straight-through-processing rates of more than 90\\npercent and dramatically reducing claims processing times from days to hours or\\nminutes.'), Document(metadata={'pagina': 2, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.66569364}, page_content='5/28/2018\\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\\n3/13\\nExhibit 1\\nAs AI becomes more deeply integrated in the industry, carriers must position\\nthemselves to respond to the changing business landscape. Insurance executives must\\nunderstand the factors that will contribute to this change and how AI will reshape\\nclaims, distribution, and underwriting and pricing. With this understanding, they can\\nstart to build the skills and talent, embrace the emerging technologies, and create the\\nculture and perspective needed to be successful players in the insurance industry of\\nthe future.\\nFour AI-related trends shaping insurance'), Document(metadata={'pagina': 1, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.54666615}, page_content='5/28/2018\\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\\n2/13\\ndriver’s seat, the screen on the dash informs him of the damage, confirms the claim\\nhas been approved, and that a mobile response drone has been dispatched to the lot\\nfor inspection. If the vehicle is drivable, it may be directed to the nearest in-network\\ngarage for repair after a replacement vehicle arrives.\\nWhile this scenario may seem beyond the horizon, such integrated user stories will\\nemerge across all lines of insurance with increasing frequency over the next decade. In\\nfact, all the technologies required above already exist, and many are available to')]\n    Question:\n    How AI is going to affect claims\n    "", 'type': 'human'}}]]","[[{'text': 'AI is expected to significantly impact claims processing in the insurance industry by reducing the headcount associated with claims by 70 to 90 percent compared to 2018 levels. Advanced algorithms will handle initial claims routing, which will increase efficiency and accuracy. Additionally, claims for personal lines and small-business insurance are anticipated to be largely automated, enabling carriers to achieve straight-through-processing rates of more than 90 percent. This automation will dramatically reduce claims processing times from days to hours or even minutes.', 'generation_info': {'finish_reason': 'stop', 'logprobs': None}, 'type': 'ChatGeneration', 'message': {'lc': 1, 'type': 'constructor', 'id': ['langchain', 'schema', 'messages', 'AIMessage'], 'kwargs': {'content': 'AI is expected to significantly impact claims processing in the insurance industry by reducing the headcount associated with claims by 70 to 90 percent compared to 2018 levels. Advanced algorithms will handle initial claims routing, which will increase efficiency and accuracy. Additionally, claims for personal lines and small-business insurance are anticipated to be largely automated, enabling carriers to achieve straight-through-processing rates of more than 90 percent. This automation will dramatically reduce claims processing times from days to hours or even minutes.', 'additional_kwargs': {'refusal': None}, 'response_metadata': {'token_usage': {'completion_tokens': 98, 'prompt_tokens': 782, 'total_tokens': 880, 'completion_tokens_details': {'audio_tokens': 0, 'reasoning_tokens': 0, 'accepted_prediction_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_bd83329f63', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'id': 'run-52302065-78b0-479a-8af2-48ea405540e1-0', 'usage_metadata': {'input_tokens': 782, 'output_tokens': 98, 'total_tokens': 880, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}, 'tool_calls': [], 'invalid_tool_calls': []}}}]]","{'token_usage': {'completion_tokens': 98, 'prompt_tokens': 782, 'total_tokens': 880, 'completion_tokens_details': {'audio_tokens': 0, 'reasoning_tokens': 0, 'accepted_prediction_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_bd83329f63'}",,LLMResult,,,,,
dc743a65-ce58-4b08-b3c8-b0d3a4f15f7c,ChatPromptTemplate,,"{'messages': [{'content': ""\n    You are an assistant specialized in answering questions about documents.\n    Your task is to use the information provided in the context to answer\n    the question.\n    Instructions: \n      1. Answer the following question based on the information\n      2. Do not include unsolicited information, do not make up data, do not \n      include recommendations outside of the provided context.\n\n    Context:\n    [Document(metadata={'pagina': 7, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.7898345}, page_content='5/28/2018\\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\\n8/13\\nClaims processing in 2030 remains a primary function of carriers, but head count\\nassociated with claims is reduced by 70 to 90 percent compared with 2018 levels.\\nAdvanced algorithms handle initial claims routing, increasing efficiency and accuracy.\\nClaims for personal lines and small-business insurance are largely automated,\\nenabling carriers to achieve straight-through-processing rates of more than 90\\npercent and dramatically reducing claims processing times from days to hours or\\nminutes.'), Document(metadata={'pagina': 2, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.66569364}, page_content='5/28/2018\\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\\n3/13\\nExhibit 1\\nAs AI becomes more deeply integrated in the industry, carriers must position\\nthemselves to respond to the changing business landscape. Insurance executives must\\nunderstand the factors that will contribute to this change and how AI will reshape\\nclaims, distribution, and underwriting and pricing. With this understanding, they can\\nstart to build the skills and talent, embrace the emerging technologies, and create the\\nculture and perspective needed to be successful players in the insurance industry of\\nthe future.\\nFour AI-related trends shaping insurance'), Document(metadata={'pagina': 1, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.54666615}, page_content='5/28/2018\\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\\n2/13\\ndriver’s seat, the screen on the dash informs him of the damage, confirms the claim\\nhas been approved, and that a mobile response drone has been dispatched to the lot\\nfor inspection. If the vehicle is drivable, it may be directed to the nearest in-network\\ngarage for repair after a replacement vehicle arrives.\\nWhile this scenario may seem beyond the horizon, such integrated user stories will\\nemerge across all lines of insurance with increasing frequency over the next decade. In\\nfact, all the technologies required above already exist, and many are available to')]\n    Question:\n    How AI is going to affect claims\n    "", 'additional_kwargs': {}, 'response_metadata': {}, 'type': 'human'}]}",,0.000888,0,0,0,,,,,,How AI is going to affect claims,"[{'metadata': {'pagina': 7, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.7898345}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n8/13\nClaims processing in 2030 remains a primary function of carriers, but head count\nassociated with claims is reduced by 70 to 90 percent compared with 2018 levels.\nAdvanced algorithms handle initial claims routing, increasing efficiency and accuracy.\nClaims for personal lines and small-business insurance are largely automated,\nenabling carriers to achieve straight-through-processing rates of more than 90\npercent and dramatically reducing claims processing times from days to hours or\nminutes.', 'type': 'Document'}, {'metadata': {'pagina': 2, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.66569364}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n3/13\nExhibit 1\nAs AI becomes more deeply integrated in the industry, carriers must position\nthemselves to respond to the changing business landscape. Insurance executives must\nunderstand the factors that will contribute to this change and how AI will reshape\nclaims, distribution, and underwriting and pricing. With this understanding, they can\nstart to build the skills and talent, embrace the emerging technologies, and create the\nculture and perspective needed to be successful players in the insurance industry of\nthe future.\nFour AI-related trends shaping insurance', 'type': 'Document'}, {'metadata': {'pagina': 1, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.54666615}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n2/13\ndriver’s seat, the screen on the dash informs him of the damage, confirms the claim\nhas been approved, and that a mobile response drone has been dispatched to the lot\nfor inspection. If the vehicle is drivable, it may be directed to the nearest in-network\ngarage for repair after a replacement vehicle arrives.\nWhile this scenario may seem beyond the horizon, such integrated user stories will\nemerge across all lines of insurance with increasing frequency over the next decade. In\nfact, all the technologies required above already exist, and many are available to', 'type': 'Document'}]",,,
dd38d971-d531-4e28-9c2d-7c903ca70b8d,VectorStoreRetriever,,,,0.487486,0,0,0,,,,,,,,How AI is going to affect claims,"[{'metadata': {'pagina': 7, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance'}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n8/13\nClaims processing in 2030 remains a primary function of carriers, but head count\nassociated with claims is reduced by 70 to 90 percent compared with 2018 levels.\nAdvanced algorithms handle initial claims routing, increasing efficiency and accuracy.\nClaims for personal lines and small-business insurance are largely automated,\nenabling carriers to achieve straight-through-processing rates of more than 90\npercent and dramatically reducing claims processing times from days to hours or\nminutes.', 'type': 'Document'}, {'metadata': {'pagina': 1, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance'}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n2/13\ndriver’s seat, the screen on the dash informs him of the damage, confirms the claim\nhas been approved, and that a mobile response drone has been dispatched to the lot\nfor inspection. If the vehicle is drivable, it may be directed to the nearest in-network\ngarage for repair after a replacement vehicle arrives.\nWhile this scenario may seem beyond the horizon, such integrated user stories will\nemerge across all lines of insurance with increasing frequency over the next decade. In\nfact, all the technologies required above already exist, and many are available to', 'type': 'Document'}, {'metadata': {'pagina': 2, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance'}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n3/13\nExhibit 1\nAs AI becomes more deeply integrated in the industry, carriers must position\nthemselves to respond to the changing business landscape. Insurance executives must\nunderstand the factors that will contribute to this change and how AI will reshape\nclaims, distribution, and underwriting and pricing. With this understanding, they can\nstart to build the skills and talent, embrace the emerging technologies, and create the\nculture and perspective needed to be successful players in the insurance industry of\nthe future.\nFour AI-related trends shaping insurance', 'type': 'Document'}, {'metadata': {'pagina': 10, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance'}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n11/13\nIn addition to being able to understand and implement AI technologies, carriers also\nneed to develop strategic responses tocoming macrolevel changes. As many lines shift\ntoward a “predict and prevent” methodology, carriers will need to rethink their\ncustomer engagement and branding, product design, and core earnings. Auto\naccidents will be reduced through autonomous vehicle usage, in-home flooding will be\nprevented by IoT devices, buildings will be reprinted after a natural disaster, and lives', 'type': 'Document'}]",
e16ee113-28c4-4552-b337-9e9737e3881e,ContextualCompressionRetriever,,,,0.584807,0,0,0,,,,,,,,How AI is going to affect claims,"[{'metadata': {'pagina': 7, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.7898345}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n8/13\nClaims processing in 2030 remains a primary function of carriers, but head count\nassociated with claims is reduced by 70 to 90 percent compared with 2018 levels.\nAdvanced algorithms handle initial claims routing, increasing efficiency and accuracy.\nClaims for personal lines and small-business insurance are largely automated,\nenabling carriers to achieve straight-through-processing rates of more than 90\npercent and dramatically reducing claims processing times from days to hours or\nminutes.', 'type': 'Document'}, {'metadata': {'pagina': 2, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.66569364}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n3/13\nExhibit 1\nAs AI becomes more deeply integrated in the industry, carriers must position\nthemselves to respond to the changing business landscape. Insurance executives must\nunderstand the factors that will contribute to this change and how AI will reshape\nclaims, distribution, and underwriting and pricing. With this understanding, they can\nstart to build the skills and talent, embrace the emerging technologies, and create the\nculture and perspective needed to be successful players in the insurance industry of\nthe future.\nFour AI-related trends shaping insurance', 'type': 'Document'}, {'metadata': {'pagina': 1, 'tipo-documento': 'documento-pdf', 'titulo': 'Insurance 2030: The impact of AI on the future of insurance', 'relevance_score': 0.54666615}, 'page_content': '5/28/2018\nInsurance 2030--The impact of AI on the future of insurance | McKinsey & Company\nhttps://www.mckinsey.com/industries/financial-services/our-insights/insurance-2030-the-impact-of-ai-on-the-future-of-insurance\n2/13\ndriver’s seat, the screen on the dash informs him of the damage, confirms the claim\nhas been approved, and that a mobile response drone has been dispatched to the lot\nfor inspection. If the vehicle is drivable, it may be directed to the nearest in-network\ngarage for repair after a replacement vehicle arrives.\nWhile this scenario may seem beyond the horizon, such integrated user stories will\nemerge across all lines of insurance with increasing frequency over the next decade. In\nfact, all the technologies required above already exist, and many are available to', 'type': 'Document'}]",
4baf27f3-c507-4140-b873-87f9228159eb,RunnablePassthrough,How AI is going to affect claims,How AI is going to affect claims,,0.000477,0,0,0,,,,,,,,,,
